time_s,target_velocity_mps,actual_velocity_mps,error_mps,torque_nm,p_term_nm,i_term_nm,d_term_nm,integral,steering_deg
48.230,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,8.00
48.240,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,8.00
48.250,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,8.00
48.260,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,8.00
48.270,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,8.00
48.280,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,8.00
48.290,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,8.00
48.300,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,8.00
48.310,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,8.00
48.320,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,8.00
48.330,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,8.00
48.340,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,8.00
48.350,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,8.00
48.360,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,8.00
48.370,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,8.00
48.380,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,8.00
48.390,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,8.00
48.400,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,8.00
48.410,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,8.00
48.420,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,8.00
48.430,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,8.00
48.440,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,8.00
48.450,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,8.00
48.460,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,8.00
48.470,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,8.00
48.480,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,8.00
48.490,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,8.00
48.500,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,8.00
48.510,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,8.00
48.520,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,8.00
48.530,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,8.00
48.540,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,8.00
48.550,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,8.00
48.560,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,8.00
48.570,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,8.00
48.580,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,8.00
48.590,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,8.00
48.600,8.000,7.990,0.010,14.000,1.500,2.500,10.000,0.125,8.00
48.610,8.000,7.990,0.010,4.002,1.500,2.502,0.000,0.125,8.00
48.620,8.000,8.000,0.000,-7.498,0.000,2.502,-10.000,0.125,8.00
48.630,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
48.640,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
48.650,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
48.660,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
48.670,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
48.680,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
48.690,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
48.700,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
48.710,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
48.720,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
48.730,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
48.740,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
48.750,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
48.760,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
48.770,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
48.780,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
48.790,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
48.800,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
48.810,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
48.820,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
48.830,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
48.840,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
48.850,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
48.860,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
48.870,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
48.880,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
48.890,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
48.900,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
48.910,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
48.920,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
48.930,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
48.940,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
48.950,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
48.960,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
48.970,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
48.980,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
48.990,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.000,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.010,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.020,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.030,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.040,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.050,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.060,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.070,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.080,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.090,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.100,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.110,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.120,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.130,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.140,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.150,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.160,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.170,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.180,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.190,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.200,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.210,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.220,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.230,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.240,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.250,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.260,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.270,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.280,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.290,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.300,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.310,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.320,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.330,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.340,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.350,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.360,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.370,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.380,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.390,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.400,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.410,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.420,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.430,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.440,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.450,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.460,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.470,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.480,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.490,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.500,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.510,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.520,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.530,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.540,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.550,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.560,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.570,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.580,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.590,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.600,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.610,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.620,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.630,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.640,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.650,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.660,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.670,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.680,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.690,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.700,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.710,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.720,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.730,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.740,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.750,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.760,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.770,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.780,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.790,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.800,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.810,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.820,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.830,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.840,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.850,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.860,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.870,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.880,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.890,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.900,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.910,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.920,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.930,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.940,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.950,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.960,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.970,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,8.00
49.980,8.000,8.010,-0.010,-9.000,-1.500,2.500,-10.000,0.125,8.00
49.990,8.000,8.010,-0.010,0.998,-1.500,2.498,0.000,0.125,8.00
50.000,8.000,8.000,0.000,12.498,0.000,2.498,10.000,0.125,-8.00
50.010,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.020,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.030,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.040,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.050,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.060,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.070,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.080,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.090,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.100,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.110,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.120,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.130,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.140,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.150,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.160,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.170,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.180,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.190,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.200,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.210,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.220,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.230,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.240,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.250,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.260,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.270,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.280,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.290,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.300,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.310,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.320,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.330,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.340,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.350,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.360,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.370,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.380,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.390,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.400,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.410,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.420,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.430,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.440,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.450,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.460,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.470,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.480,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.490,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.500,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.510,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.520,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.530,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.540,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.550,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.560,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.570,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.580,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.590,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.600,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.610,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.620,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.630,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.640,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.650,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.660,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.670,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.680,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.690,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.700,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.710,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.720,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.730,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.740,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.750,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.760,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.770,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.780,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.790,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.800,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.810,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.820,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.830,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.840,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.850,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.860,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.870,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.880,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.890,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.900,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.910,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.920,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.930,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.940,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.950,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.960,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.970,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.980,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
50.990,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
51.000,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
51.010,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
51.020,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
51.030,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
51.040,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
51.050,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
51.060,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
51.070,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
51.080,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
51.090,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
51.100,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
51.110,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
51.120,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
51.130,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
51.140,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
51.150,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
51.160,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
51.170,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
51.180,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
51.190,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
51.200,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
51.210,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
51.220,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
51.230,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
51.240,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
51.250,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
51.260,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
51.270,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
51.280,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
51.290,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
51.300,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
51.310,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
51.320,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
51.330,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
51.340,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
51.350,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
51.360,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
51.370,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
51.380,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
51.390,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
51.400,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
51.410,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
51.420,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
51.430,8.000,8.000,0.000,2.498,0.000,2.498,0.000,0.125,-8.00
51.440,8.000,7.990,0.010,14.000,1.500,2.500,10.000,0.125,-8.00
51.450,8.000,7.990,0.010,4.002,1.500,2.502,0.000,0.125,-8.00
51.460,8.000,8.000,0.000,-7.498,0.000,2.502,-10.000,0.125,-8.00
51.470,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,-8.00
51.480,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,-8.00
51.490,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,-8.00
51.500,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,-8.00
51.510,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,-8.00
51.520,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,-8.00
51.530,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,-8.00
51.540,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,-8.00
51.550,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,-8.00
51.560,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,-8.00
51.570,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,-8.00
51.580,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,-8.00
51.590,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,-8.00
51.600,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,-8.00
51.610,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,-8.00
51.620,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,-8.00
51.630,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,-8.00
51.640,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,-8.00
51.650,8.000,8.000,0.000,2.502,0.000,2.502,0.000,0.125,-8.00
